File Name: ,Test Description: ,Operator: ,Special Comments: ,Date and Time: 21 Dec 2020_115135,Sampling Rate (Hz): 100,
Calibration Constants,8.625 N/V,7.791 N/V,7.941 N/V
Offsets,8.627 N,8.026 N,8.016 N
Micrometer,12.800 mm,12.800 mm,12.800 mm
Time (s),LC-X (N),LC-Y(N),LC-Z (N),Angle (deg),Est. Speed (rev/s)
37.010,-0.003,0.003,0.003,0.900,0.000
37.020,-0.003,0.000,-0.003,0.900,0.000
37.030,0.000,0.000,-0.003,0.900,0.000
37.040,-0.003,-0.003,-0.005,0.900,0.000
37.050,0.000,-0.005,-0.003,0.900,0.000
37.060,-0.003,0.000,-0.005,0.900,0.000
37.070,0.000,-0.003,0.000,0.900,0.000
37.080,-0.006,-0.003,0.003,0.900,0.000
37.090,0.000,0.003,0.003,0.900,0.000
37.100,-0.006,-0.003,-0.005,0.900,0.000
37.110,-0.006,0.000,-0.003,0.900,0.000
37.120,0.000,-0.003,-0.005,0.900,0.000
37.130,0.000,-0.003,-0.005,0.900,0.000
37.140,0.003,0.003,-0.003,0.900,0.000
37.150,0.000,0.000,0.003,0.900,0.000
37.160,-0.003,-0.003,-0.005,0.900,0.000
37.170,-0.003,0.003,-0.003,0.900,0.000
37.180,0.000,-0.005,-0.003,0.900,0.000
37.190,-0.003,0.000,-0.005,0.900,0.000
37.200,-0.003,0.000,-0.003,0.900,0.000
37.210,-0.009,0.000,-0.003,0.900,0.000
37.220,0.000,0.000,-0.003,0.900,0.000
37.230,0.000,0.000,-0.005,0.900,0.000
37.240,0.000,-0.003,-0.005,0.900,0.000
37.250,-0.003,-0.003,-0.005,0.900,0.000
37.260,-0.006,-0.003,-0.005,0.900,0.000
37.270,-0.006,-0.003,-0.005,0.900,0.000
37.280,-0.003,0.000,-0.003,0.900,0.000
37.290,0.000,0.000,0.000,0.900,0.000
37.300,-0.006,0.003,-0.003,0.900,0.000
37.310,-0.003,-0.003,-0.003,0.900,0.000
37.320,-0.006,-0.003,-0.008,0.900,0.000
37.330,-0.003,-0.003,0.000,0.900,0.000
37.340,-0.003,0.003,-0.003,0.900,0.000
37.350,-0.006,0.000,0.003,0.900,0.000
37.360,-0.003,0.000,0.003,0.900,0.000
37.370,0.000,0.000,-0.008,0.900,0.000
37.380,-0.003,-0.003,-0.003,0.900,0.000
37.390,-0.003,0.000,-0.005,0.900,0.000
37.400,-0.003,0.000,-0.003,0.900,0.000
37.410,-0.003,0.003,-0.003,0.900,0.000
37.420,-0.003,0.000,0.003,0.900,0.000
37.430,0.000,0.000,-0.005,0.900,0.000
37.440,0.000,-0.005,-0.003,0.900,0.000
37.450,0.000,0.000,-0.008,0.900,0.000
37.460,-0.003,0.000,0.000,0.900,0.000
37.470,-0.003,-0.003,-0.003,0.900,0.000
37.480,-0.006,-0.003,0.000,0.900,0.000
37.490,0.000,0.000,0.000,0.900,0.000
37.500,-0.003,-0.005,0.000,0.900,0.000
37.510,0.000,-0.003,-0.003,0.900,0.000
37.520,0.000,0.000,-0.003,0.900,0.000
37.530,-0.006,-0.003,-0.003,0.900,0.000
37.540,0.003,0.000,-0.003,0.900,0.000
37.550,0.000,0.003,0.000,0.900,0.000
37.560,-0.003,-0.003,-0.003,0.900,0.000
37.570,0.003,-0.003,-0.005,0.900,0.000
37.580,-0.003,0.000,-0.003,0.900,0.000
37.590,-0.003,0.000,0.000,0.900,0.000
37.600,-0.003,-0.003,0.000,0.900,0.000
37.610,0.003,0.005,0.000,0.900,0.000
37.620,-0.003,-0.003,0.003,0.900,0.000
37.630,0.000,-0.005,-0.003,0.900,0.000
37.640,-0.006,0.003,-0.003,0.900,0.000
37.650,0.003,-0.005,0.000,0.900,0.000
37.660,0.000,-0.005,0.000,0.900,0.000
37.670,0.000,-0.003,-0.003,0.900,0.000
37.680,0.000,-0.003,0.003,0.900,0.000
37.690,-0.003,-0.005,-0.003,0.900,0.000
37.700,-0.003,-0.005,-0.003,0.900,0.000
37.710,-0.003,0.000,-0.008,0.900,0.000
37.720,-0.006,-0.003,-0.005,0.900,0.000
37.730,-0.003,0.000,-0.005,0.900,0.000
37.740,0.000,0.000,-0.003,0.900,0.000
37.750,0.000,0.000,0.000,0.900,0.000
37.760,0.000,-0.003,0.000,0.900,0.000
37.770,-0.003,-0.003,-0.003,0.900,0.000
37.780,-0.006,-0.003,-0.003,0.900,0.000
37.790,-0.006,-0.003,-0.003,0.900,0.000
37.800,-0.003,-0.003,-0.008,0.900,0.000
37.810,-0.003,-0.005,0.000,0.900,0.000
37.820,-0.003,0.000,0.000,0.900,0.000
37.830,0.000,-0.005,-0.008,0.900,0.000
37.840,0.000,-0.005,-0.005,0.900,0.000
37.850,0.000,-0.003,-0.003,0.900,0.000
37.860,0.000,-0.003,-0.005,0.900,0.000
37.870,0.000,0.000,0.000,0.900,0.000
37.880,0.003,-0.003,0.003,0.900,0.000
37.890,-0.003,0.000,0.000,0.900,0.000
37.900,-0.003,-0.003,-0.005,0.900,0.000
37.910,0.000,-0.003,-0.005,0.900,0.000
37.920,0.003,0.000,-0.003,0.900,0.000
37.930,0.000,0.000,-0.005,0.900,0.000
37.940,0.000,-0.003,0.003,0.900,0.000
37.950,-0.003,0.000,0.000,0.900,0.000
37.960,-0.006,0.000,-0.005,0.900,0.000
37.970,-0.003,-0.005,-0.003,0.900,0.000
37.980,-0.006,-0.005,-0.003,0.900,0.000
37.990,-0.006,0.000,-0.005,0.900,0.000
38.000,0.000,0.000,0.000,0.900,0.000
38.010,-0.006,-0.003,-0.003,0.900,0.000
38.020,0.000,-0.005,-0.003,0.900,0.000
38.030,-0.006,-0.003,-0.005,0.900,0.000
38.040,-0.003,-0.005,0.000,0.900,0.000
38.050,0.000,-0.003,-0.005,0.900,0.000
38.060,-0.003,0.000,-0.010,0.900,0.000
38.070,0.000,0.000,-0.003,0.900,0.000
38.080,0.000,-0.008,0.003,0.900,0.000
38.090,0.000,0.000,-0.003,0.900,0.000
38.100,0.000,-0.003,-0.003,0.900,0.000
38.110,0.000,-0.003,0.000,0.900,0.000
38.120,-0.003,-0.003,-0.005,0.900,0.000
38.130,0.000,0.000,-0.005,0.900,0.000
38.140,-0.003,0.000,0.000,0.900,0.000
38.150,-0.006,0.000,0.003,0.900,0.000
38.160,0.000,-0.003,-0.003,0.900,0.000
38.170,-0.006,0.000,-0.003,0.900,0.000
38.180,0.000,-0.003,-0.003,0.900,0.000
38.190,-0.006,-0.003,-0.008,0.900,0.000
38.200,0.000,-0.003,-0.003,0.900,0.000
38.210,0.000,0.000,0.000,0.900,0.000
38.220,-0.003,-0.003,-0.003,0.900,0.000
38.230,0.000,0.003,-0.003,0.900,0.000
38.240,-0.003,0.000,-0.005,0.900,0.000
38.250,0.000,-0.005,-0.008,0.900,0.000
38.260,0.000,-0.005,-0.008,0.900,0.000
38.270,0.000,-0.003,-0.003,0.900,0.000
38.280,-0.003,0.000,0.003,0.900,0.000
38.290,-0.009,0.003,0.000,0.900,0.000
38.300,-0.003,0.000,-0.003,0.900,0.000
38.310,-0.003,0.000,-0.003,0.900,0.000
38.320,0.000,0.000,-0.003,0.900,0.000
38.330,0.003,-0.003,-0.005,0.900,0.000
38.340,0.000,0.000,0.000,0.900,0.000
38.350,-0.003,-0.003,0.003,0.900,0.000
38.360,0.000,0.000,-0.003,0.900,0.000
38.370,-0.003,-0.003,-0.003,0.900,0.000
38.380,0.003,0.000,0.000,0.900,0.000
38.390,-0.003,-0.003,-0.005,0.900,0.000
38.400,-0.003,-0.003,0.000,0.900,0.000
38.410,0.000,0.003,0.000,0.900,0.000
38.420,-0.003,-0.003,-0.003,0.900,0.000
38.430,-0.003,-0.005,-0.003,0.900,0.000
38.440,-0.003,0.000,0.000,0.900,0.000
38.450,0.000,-0.005,0.000,0.900,0.000
38.460,0.000,-0.003,-0.003,0.900,0.000
38.470,-0.003,0.000,-0.003,0.900,0.000
38.480,-0.003,0.000,0.003,0.900,0.000
38.490,0.000,-0.003,0.000,0.900,0.000
38.500,-0.003,-0.005,0.000,0.900,0.000
38.510,0.000,-0.005,-0.003,0.900,0.000
38.520,-0.003,-0.003,-0.005,0.900,0.000
38.530,-0.006,-0.003,-0.003,0.900,0.000
38.540,0.000,0.003,0.003,0.900,0.000
38.550,-0.003,0.000,0.000,0.900,0.000
38.560,-0.006,0.000,0.000,0.900,0.000
38.570,-0.003,-0.003,-0.005,0.900,0.000
38.580,-0.003,-0.003,0.000,0.900,0.000
38.590,0.000,-0.005,-0.005,0.900,0.000
38.600,0.000,0.000,0.000,0.900,0.000
38.610,-0.003,0.000,0.003,0.900,0.000
38.620,-0.003,-0.003,0.000,0.900,0.000
38.630,0.000,-0.003,-0.003,0.900,0.000
38.640,-0.003,-0.005,-0.005,0.900,0.000
38.650,0.003,-0.003,-0.003,0.900,0.000
38.660,0.000,0.000,-0.005,0.900,0.000
38.670,-0.003,-0.003,-0.003,0.900,0.000
38.680,0.000,0.000,0.003,0.900,0.000
38.690,-0.003,0.000,0.003,0.900,0.000
38.700,0.000,-0.005,-0.005,0.900,0.000
38.710,-0.006,-0.003,-0.005,0.900,0.000
38.720,-0.003,-0.005,-0.005,0.900,0.000
38.730,-0.003,0.000,-0.008,0.900,0.000
38.740,-0.003,0.003,0.000,0.900,0.000
38.750,-0.003,0.005,0.003,0.900,0.000
38.760,-0.006,-0.005,0.003,0.900,0.000
38.770,-0.006,-0.003,-0.003,0.900,0.000
38.780,-0.003,0.000,-0.005,0.900,0.000
38.790,-0.003,-0.005,0.000,0.900,0.000
38.800,-0.009,-0.003,0.000,0.900,0.000
38.810,0.000,0.003,-0.003,0.900,0.000
38.820,-0.003,0.000,-0.003,0.900,0.000
38.830,-0.003,0.003,-0.003,0.900,0.000
38.840,0.000,-0.003,-0.003,0.900,0.000
38.850,0.000,-0.003,0.000,0.900,0.000
38.860,-0.003,-0.003,-0.005,0.900,0.000
38.870,0.000,-0.003,-0.003,0.900,0.000
38.880,-0.006,-0.003,0.003,0.900,0.000
38.890,-0.003,0.000,0.000,0.900,0.000
38.900,-0.003,0.000,-0.003,0.900,0.000
38.910,-0.009,-0.003,-0.005,0.900,0.000
38.920,-0.003,-0.003,-0.005,0.900,0.000
38.930,0.000,0.000,-0.003,0.900,0.000
38.940,0.000,0.000,0.000,0.900,0.000
38.950,-0.003,0.000,0.000,0.900,0.000
38.960,0.000,-0.003,-0.003,0.900,0.000
38.970,0.000,-0.003,-0.003,0.900,0.000
38.980,-0.006,0.000,-0.005,0.900,0.000
38.990,-0.003,-0.005,-0.003,0.900,0.000
39.000,-0.006,-0.005,-0.003,0.900,0.000
39.010,-0.003,0.003,-0.003,0.900,0.000
39.020,-0.003,0.000,0.003,0.900,0.000
39.030,0.000,0.003,-0.003,0.900,0.000
39.040,-0.003,0.000,-0.010,0.900,0.000
39.050,-0.003,-0.005,-0.005,0.900,0.000
39.060,-0.003,0.000,-0.003,0.900,0.000
39.070,-0.003,0.000,-0.003,0.900,0.000
39.080,0.000,0.000,0.000,0.900,0.000
39.090,0.003,-0.003,-0.003,0.900,0.000
39.100,-0.003,0.000,-0.003,0.900,0.000
39.110,-0.003,-0.003,-0.003,0.900,0.000
39.120,-0.003,0.000,-0.003,0.900,0.000
39.130,-0.006,-0.003,-0.005,0.900,0.000
39.140,-0.006,-0.005,0.000,0.900,0.000
39.150,0.000,0.003,0.000,0.900,0.000
39.160,-0.003,-0.003,-0.003,0.900,0.000
39.170,-0.006,-0.005,-0.005,0.900,0.000
39.180,-0.003,0.000,-0.005,0.900,0.000
39.190,-0.003,-0.003,-0.003,0.900,0.000
39.200,-0.003,0.000,-0.005,0.900,0.000
39.210,0.000,-0.005,-0.003,0.900,0.000
39.220,-0.006,-0.003,-0.003,0.900,0.000
39.230,-0.003,0.000,-0.003,0.900,0.000
39.240,-0.006,-0.003,-0.003,0.900,0.000
39.250,-0.003,-0.003,-0.003,0.900,0.000
39.260,0.000,0.000,-0.003,0.900,0.000
39.270,0.000,-0.005,0.000,0.900,0.000
39.280,-0.006,0.000,0.000,0.900,0.000
39.290,-0.003,0.000,0.000,0.900,0.000
39.300,0.000,-0.005,0.000,0.900,0.000
39.310,0.000,0.000,-0.005,0.900,0.000
39.320,-0.003,-0.003,-0.008,0.900,0.000
39.330,-0.003,-0.003,-0.003,0.900,0.000
39.340,0.000,0.000,0.005,0.900,0.000
39.350,0.003,0.003,0.005,0.900,0.000
39.360,0.003,-0.005,0.000,0.900,0.000
39.370,-0.003,-0.003,-0.003,0.900,0.000
39.380,-0.003,-0.005,-0.003,0.900,0.000
39.390,-0.003,-0.003,-0.003,0.900,0.000
39.400,-0.003,-0.003,0.000,0.900,0.000
39.410,0.000,-0.003,-0.003,0.900,0.000
39.420,0.000,0.000,-0.003,0.900,0.000
39.430,-0.003,0.000,-0.005,0.900,0.000
39.440,-0.003,-0.003,-0.003,0.900,0.000
39.450,0.000,-0.003,-0.003,0.900,0.000
39.460,-0.003,-0.003,-0.003,0.900,0.000
39.470,-0.003,-0.003,-0.003,0.900,0.000
39.480,-0.003,-0.003,-0.005,0.900,0.000
39.490,0.000,0.000,0.000,0.900,0.000
39.500,-0.006,-0.005,0.000,0.900,0.000
39.510,-0.003,-0.003,-0.003,0.900,0.000
39.520,-0.003,0.000,-0.005,0.900,0.000
39.530,0.000,0.000,-0.003,0.900,0.000
39.540,0.000,-0.003,-0.003,0.900,0.000
39.550,-0.003,-0.003,0.003,0.900,0.000
39.560,-0.006,0.000,-0.005,0.900,0.000
39.570,-0.003,0.000,-0.003,0.900,0.000
39.580,0.000,-0.003,-0.003,0.900,0.000
39.590,0.000,-0.003,0.000,0.900,0.000
39.600,0.000,0.005,-0.003,0.900,0.000
39.610,-0.003,0.003,-0.003,0.900,0.000
39.620,-0.006,0.000,-0.005,0.900,0.000
39.630,-0.003,0.000,-0.003,0.900,0.000
39.640,-0.006,-0.005,0.000,0.900,0.000
39.650,-0.003,0.003,-0.003,0.900,0.000
39.660,0.003,-0.003,-0.008,0.900,0.000
39.670,-0.009,-0.003,-0.005,0.900,0.000
39.680,0.000,-0.003,0.005,0.900,0.000
39.690,0.000,0.000,-0.003,0.900,0.000
39.700,-0.003,-0.003,-0.003,0.900,0.000
39.710,-0.003,-0.003,-0.003,0.900,0.000
39.720,-0.003,0.000,-0.005,0.900,0.000
39.730,-0.006,-0.003,-0.003,0.900,0.000
39.740,0.003,-0.003,0.000,0.900,0.000
39.750,-0.006,-0.003,0.003,0.900,0.000
39.760,-0.003,0.000,-0.003,0.900,0.000
39.770,-0.006,0.000,-0.003,0.900,0.000
39.780,0.000,-0.003,-0.003,0.900,0.000
39.790,0.003,-0.003,-0.008,0.000,0.000
39.800,0.000,0.000,-0.003,0.900,0.000
39.810,0.000,0.000,0.000,0.900,0.000
39.820,0.000,-0.003,0.000,0.900,0.000
39.830,0.000,-0.003,0.000,0.900,0.000
39.840,-0.003,-0.003,-0.003,0.900,0.000
39.850,0.000,-0.005,-0.005,0.900,0.000
39.860,-0.006,-0.003,-0.003,0.900,0.000
39.870,-0.003,-0.005,-0.005,0.900,0.000
39.880,-0.003,0.000,0.003,0.900,0.000
39.890,0.000,-0.003,-0.003,0.900,0.000
39.900,-0.003,0.000,-0.005,0.900,0.000
39.910,0.000,0.000,-0.003,0.900,0.000
39.920,0.000,-0.003,-0.008,0.900,0.000
39.930,-0.003,0.000,-0.003,0.900,0.000
39.940,0.000,0.003,-0.003,0.900,0.000
39.950,-0.006,0.000,-0.003,0.900,0.000
39.960,-0.006,0.000,0.000,0.900,0.000
39.970,-0.003,0.000,-0.003,0.900,0.000
39.980,-0.003,0.000,-0.005,0.900,0.000
39.990,-0.003,-0.005,-0.003,0.900,0.000
40.000,0.003,-0.008,-0.005,0.900,0.000
40.010,-0.003,0.003,0.003,0.900,0.000
40.020,0.000,-0.003,0.000,0.900,0.000
40.030,-0.003,-0.003,-0.005,0.900,0.000
40.040,-0.003,-0.003,-0.005,0.900,0.000
40.050,-0.003,0.000,-0.003,0.900,0.000
40.060,-0.003,-0.003,0.000,0.900,0.000
40.070,-0.003,-0.003,0.000,0.900,0.000
40.080,0.000,0.000,0.003,0.900,0.000
40.090,-0.003,0.000,0.003,0.900,0.000
40.100,-0.003,0.000,-0.003,0.900,0.000
40.110,-0.003,-0.005,-0.005,0.900,0.000
40.120,0.000,-0.003,-0.005,0.900,0.000
40.130,-0.003,-0.003,-0.005,0.900,0.000
40.140,0.000,0.000,0.000,0.900,0.000
40.150,-0.003,0.000,0.003,0.900,0.000
40.160,-0.009,0.000,-0.003,0.900,0.000
40.170,-0.003,0.000,-0.005,0.900,0.000
40.180,0.003,-0.003,-0.005,0.900,0.000
40.190,-0.003,-0.003,-0.003,0.900,0.000
40.200,-0.006,-0.003,-0.003,0.900,0.000
40.210,0.000,-0.003,0.000,0.900,0.000
40.220,-0.006,-0.003,0.000,0.900,0.000
40.230,-0.003,0.000,0.000,0.900,0.000
40.240,0.000,-0.003,0.000,0.900,0.000
40.250,-0.003,-0.003,-0.008,0.900,0.000
40.260,-0.006,-0.003,-0.003,0.900,0.000
40.270,0.000,-0.005,-0.003,0.900,0.000
40.280,-0.003,0.000,-0.003,0.900,0.000
40.290,-0.003,-0.003,0.000,0.900,0.000
40.300,-0.003,-0.005,-0.005,0.900,0.000
40.310,-0.003,0.000,-0.003,0.900,0.000
40.320,-0.003,0.000,-0.005,0.900,0.000
40.330,-0.003,-0.005,0.000,0.900,0.000
40.340,0.000,0.003,0.000,0.900,0.000
40.350,-0.006,0.000,0.000,0.900,0.000
40.360,0.000,-0.003,-0.003,0.900,0.000
40.370,-0.003,0.000,-0.005,0.900,0.000
40.380,-0.003,0.000,-0.008,0.900,0.000
40.390,0.000,-0.005,-0.003,0.900,0.000
40.400,0.000,0.000,0.000,0.900,0.000
40.410,-0.003,-0.003,-0.005,0.900,0.000
40.420,-0.003,0.000,-0.003,0.900,0.000
40.430,0.000,0.000,-0.003,0.900,0.000
40.440,-0.003,0.000,-0.003,0.900,0.000
40.450,-0.006,0.000,-0.003,0.900,0.000
40.460,-0.003,0.000,0.000,0.900,0.000
40.470,-0.003,-0.005,-0.003,0.900,0.000
40.480,-0.003,-0.003,0.000,0.900,0.000
40.490,0.000,-0.003,0.000,0.900,0.000
40.500,0.000,-0.003,0.000,0.900,0.000
40.510,0.000,-0.003,-0.005,0.900,0.000
40.520,-0.003,-0.003,-0.003,0.900,0.000
40.530,-0.003,-0.005,-0.005,0.900,0.000
40.540,0.000,-0.003,-0.003,0.900,0.000
40.550,0.000,-0.005,-0.003,0.900,0.000
40.560,0.000,-0.003,0.000,0.900,0.000
40.570,-0.003,-0.003,0.000,0.900,0.000
40.580,-0.003,0.000,0.000,0.900,0.000
40.590,-0.006,-0.003,-0.003,0.900,0.000
40.600,0.000,-0.008,-0.008,0.900,0.000
40.610,-0.006,0.000,0.000,0.900,0.000
40.620,0.000,-0.003,0.003,0.900,0.000
40.630,0.003,0.000,0.003,0.900,0.000
40.640,-0.006,-0.003,-0.005,0.900,0.000
40.650,-0.003,-0.003,0.000,0.900,0.000
40.660,0.000,0.000,-0.003,0.900,0.000
40.670,-0.003,-0.003,-0.003,0.900,0.000
40.680,-0.009,-0.003,-0.003,0.900,0.000
40.690,0.000,0.003,0.005,0.900,0.000
40.700,-0.006,-0.003,0.000,0.900,0.000
40.710,-0.006,0.000,0.000,0.900,0.000
40.720,-0.003,0.000,0.000,0.900,0.000
40.730,0.000,0.000,-0.003,0.900,0.000
40.740,0.000,-0.003,-0.005,0.900,0.000
40.750,-0.006,0.000,0.003,0.900,0.000
40.760,-0.003,0.000,-0.003,0.900,0.000
40.770,-0.003,0.000,-0.003,0.900,0.000
40.780,-0.003,-0.003,-0.005,0.900,0.000
40.790,-0.003,0.003,-0.003,0.900,0.000
40.800,-0.003,-0.003,-0.005,0.900,0.000
40.810,-0.003,0.000,-0.005,0.900,0.000
40.820,0.000,0.000,0.000,0.900,0.000
40.830,0.000,0.000,0.003,0.900,0.000
40.840,-0.006,0.000,-0.005,0.900,0.000
40.850,-0.009,-0.003,-0.003,0.900,0.000
40.860,0.000,0.000,-0.003,0.900,0.000
40.870,-0.003,0.000,0.000,0.900,0.000
40.880,0.000,0.000,0.000,0.900,0.000
40.890,0.003,0.000,0.003,0.900,0.000
40.900,-0.003,-0.003,0.003,0.900,0.000
40.910,0.000,-0.003,-0.005,0.900,0.000
40.920,-0.003,-0.003,-0.003,0.900,0.000
40.930,-0.009,-0.003,-0.005,0.900,0.000
40.940,0.000,0.000,-0.003,0.900,0.000
40.950,0.000,-0.003,0.000,0.900,0.000
40.960,-0.003,0.003,-0.003,0.900,0.000
40.970,-0.003,0.000,0.000,0.900,0.000
40.980,-0.003,-0.005,-0.003,0.900,0.000
40.990,0.003,-0.003,-0.003,0.900,0.000
41.000,-0.003,-0.003,-0.005,0.900,0.000
41.010,-0.009,0.000,-0.005,0.900,0.000
41.020,-0.006,-0.003,0.003,0.900,0.000
41.030,0.003,0.003,0.000,0.900,0.000
41.040,-0.006,-0.005,-0.003,0.900,0.000
41.050,-0.006,0.000,-0.003,0.900,0.000
41.060,-0.003,-0.005,-0.003,0.900,0.000
41.070,-0.003,-0.005,0.000,0.900,0.000
41.080,-0.003,0.000,-0.003,0.900,0.000
41.090,-0.003,0.000,-0.003,0.900,0.000
41.100,-0.003,-0.003,0.000,0.900,0.000
41.110,-0.006,-0.003,-0.008,0.900,0.000
41.120,-0.006,-0.003,-0.005,0.900,0.000
41.130,-0.003,0.003,-0.003,0.900,0.000
41.140,-0.003,-0.003,-0.005,0.900,0.000
41.150,-0.003,0.000,-0.003,0.900,0.000
41.160,-0.006,0.000,0.003,0.900,0.000
41.170,0.000,0.000,-0.005,0.900,0.000
41.180,-0.003,0.000,0.000,0.900,0.000
41.190,0.000,0.000,-0.003,0.900,0.000
41.200,-0.006,0.000,-0.008,0.900,0.000
41.210,0.000,-0.005,-0.003,0.900,0.000
41.220,0.000,-0.003,-0.003,0.900,0.000
41.230,0.003,-0.003,0.000,0.900,0.000
41.240,0.000,-0.003,-0.003,0.900,0.000
41.250,-0.003,-0.003,0.000,0.900,0.000
41.260,-0.003,0.000,-0.005,0.900,0.000
41.270,-0.003,-0.005,-0.003,0.900,0.000
41.280,-0.003,-0.003,0.000,0.900,0.000
41.290,0.000,0.000,-0.003,0.900,0.000
41.300,-0.003,0.000,0.000,0.900,0.000
41.310,-0.003,-0.003,-0.005,0.900,0.000
41.320,-0.003,-0.005,-0.005,0.900,0.000
41.330,-0.003,0.000,-0.005,0.900,0.000
41.340,-0.006,-0.005,-0.005,0.900,0.000
41.350,-0.006,0.000,0.000,0.900,0.000
41.360,0.000,-0.003,0.005,0.900,0.000
41.370,0.000,-0.003,0.000,0.900,0.000
41.380,-0.003,-0.005,-0.003,0.900,0.000
41.390,-0.003,0.000,0.000,0.900,0.000
41.400,-0.006,-0.005,-0.005,0.900,0.000
41.410,-0.003,0.000,0.003,0.900,0.000
41.420,-0.006,-0.003,0.003,0.900,0.000
41.430,-0.003,-0.003,0.000,0.900,0.000
41.440,-0.003,-0.003,-0.003,0.900,0.000
41.450,0.000,-0.003,-0.003,0.900,0.000
41.460,0.000,-0.003,-0.005,0.900,0.000
41.470,-0.009,-0.003,-0.005,0.900,0.000
41.480,-0.006,-0.003,0.003,0.900,0.000
41.490,0.000,0.000,0.000,0.900,0.000
41.500,-0.006,-0.003,0.003,0.900,0.000
41.510,-0.006,0.000,-0.003,0.900,0.000
41.520,-0.003,0.003,-0.005,0.900,0.000
41.530,0.000,-0.003,0.000,0.900,0.000
41.540,0.000,-0.005,-0.003,0.900,0.000
41.550,-0.006,-0.003,-0.003,0.900,0.000
41.560,0.000,-0.003,-0.003,0.900,0.000
41.570,0.000,-0.003,-0.003,0.900,0.000
41.580,0.003,-0.003,-0.008,0.900,0.000
41.590,-0.003,-0.005,0.000,0.900,0.000
41.600,-0.006,0.003,-0.005,0.900,0.000
41.610,-0.003,-0.003,-0.003,0.900,0.000
41.620,-0.003,-0.003,-0.003,0.900,0.000
41.630,0.000,0.000,-0.003,0.900,0.000
41.640,-0.003,0.000,0.000,0.900,0.000
41.650,0.000,-0.003,-0.005,0.900,0.000
41.660,-0.003,0.000,-0.003,0.900,0.000
41.670,-0.006,-0.003,-0.005,0.900,0.000
41.680,-0.003,-0.003,0.000,0.900,0.000
41.690,0.000,0.000,0.003,0.900,0.000
41.700,0.003,0.000,0.003,0.900,0.000
41.710,-0.003,-0.005,-0.008,0.900,0.000
41.720,-0.006,0.003,-0.005,0.900,0.000
41.730,-0.003,-0.003,-0.005,0.900,0.000
41.740,-0.003,-0.003,-0.003,0.900,0.000
41.750,-0.006,-0.003,-0.003,0.900,0.000
41.760,0.000,-0.003,0.005,0.900,0.000
41.770,-0.006,0.000,-0.003,0.900,0.000
41.780,-0.003,-0.003,-0.005,0.900,0.000
41.790,0.003,-0.005,0.000,0.900,0.000
41.800,-0.003,0.000,-0.005,0.900,0.000
41.810,0.000,0.000,-0.003,0.900,0.000
41.820,0.000,0.000,-0.003,0.900,0.000
41.830,-0.003,-0.003,0.000,0.900,0.000
41.840,-0.003,-0.003,0.000,0.900,0.000
41.850,0.000,-0.003,-0.005,0.900,0.000
41.860,-0.003,-0.003,-0.003,0.900,0.000
41.870,-0.003,-0.005,-0.005,0.900,0.000
41.880,0.000,-0.005,-0.008,0.900,0.000
41.890,0.000,0.000,-0.003,0.900,0.000
41.900,-0.003,0.000,-0.003,0.900,0.000
41.910,-0.006,-0.003,-0.003,0.900,0.000
41.920,0.003,-0.005,-0.005,0.900,0.000
41.930,0.000,0.000,-0.003,0.900,0.000
41.940,0.003,0.000,-0.003,0.900,0.000
41.950,0.000,0.000,-0.003,0.900,0.000
41.960,0.000,0.000,0.000,0.900,0.000
41.970,-0.003,0.000,-0.005,0.900,0.000
41.980,-0.003,0.000,-0.008,0.900,0.000
41.990,0.000,-0.003,-0.003,0.900,0.000
42.000,-0.003,-0.003,-0.008,0.900,0.000
42.010,0.003,-0.003,-0.005,0.900,0.000
42.020,-0.003,0.000,-0.003,0.900,0.000
42.030,-0.003,0.000,0.003,0.900,0.000
42.040,0.000,0.003,-0.003,0.900,0.000
42.050,0.003,0.000,-0.008,0.900,0.000
42.060,-0.003,0.000,-0.008,0.900,0.000
42.070,-0.003,0.000,-0.005,0.900,0.000
42.080,-0.003,-0.005,0.003,0.900,0.000
42.090,0.003,-0.003,-0.003,0.900,0.000
42.100,0.000,0.000,0.000,0.900,0.000
42.110,0.000,-0.005,-0.005,0.900,0.000
42.120,0.003,-0.003,-0.005,0.900,0.000
42.130,0.003,-0.003,-0.005,0.900,0.000
42.140,-0.003,-0.003,-0.005,0.900,0.000
42.150,-0.003,0.005,0.000,0.900,0.000
42.160,-0.006,0.000,0.003,0.900,0.000
42.170,0.000,-0.003,-0.003,0.900,0.000
42.180,0.000,-0.003,-0.003,0.900,0.000
42.190,-0.003,0.003,-0.005,0.900,0.000
42.200,0.000,-0.005,-0.005,0.900,0.000
42.210,-0.006,0.000,-0.003,0.900,0.000
42.220,-0.003,0.000,0.003,0.900,0.000
42.230,0.000,-0.003,0.003,0.900,0.000
42.240,0.000,0.000,-0.005,0.900,0.000
42.250,-0.003,-0.005,-0.005,0.900,0.000
42.260,0.003,0.000,-0.005,0.900,0.000
42.270,0.003,-0.003,-0.005,0.900,0.000
42.280,-0.006,-0.003,-0.003,0.900,0.000
42.290,0.000,-0.003,-0.003,0.900,0.000
42.300,-0.003,0.000,0.003,0.900,0.000
42.310,-0.003,-0.003,-0.005,0.900,0.000
42.320,0.000,-0.005,-0.005,0.900,0.000
42.330,0.000,-0.005,-0.005,0.900,0.000
42.340,-0.003,-0.003,-0.005,0.900,0.000
